,,#,#,,,,#,#,#,,,,,,,,,,,#,,,,,,,,,,,,,,,,,#,#,,,,#,#,,,
,13145001,3,1,1,5,1,하의,소울 팬츠,Item_Name_13145001,10103001,4,10000,20500,3,15,1,100,1,lower_0004,item_bg_grade_04,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,40,3405010,1,80101401,6002,3006,4005,0,1,1,1,1,13145001,소울 팬츠,,,
,13145002,3,2,1,5,1,하의,스타라이트 팬츠,Item_Name_13145002,10103001,4,10000,20500,3,15,1,100,1,lower_0004,item_bg_grade_04,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,40,3405020,1,80101401,6002,3006,4005,0,1,1,1,1,13145011,소울 팬츠 2,,,
,13145003,3,3,1,5,1,하의,이리듐 팬츠,Item_Name_13145003,10103001,4,10000,20500,3,15,1,100,1,lower_0004,item_bg_grade_04,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,40,3405030,1,80101401,6002,3006,4005,0,1,1,1,1,13145021,소울 팬츠 3,,,
,13155001,3,1,1,5,1,하의,루크 팬츠,Item_Name_13155001,10103001,5,10000,20500,3,15,1,100,1,lower_0005,item_bg_grade_05,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,50,3505010,1,80101501,6003,3008,5005,0,1,1,1,1,13155001,루크 팬츠,,,
,13155002,3,2,1,5,1,하의,마그마 팬츠,Item_Name_13155002,10103001,5,10000,20500,3,15,1,100,1,lower_0005,item_bg_grade_05,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,50,3505020,1,80101501,6003,3008,5005,0,1,1,1,1,13155011,루크 팬츠 2,,,
,13155003,3,3,1,5,1,하의,미스틱 루크 팬츠,Item_Name_13155003,10103001,5,10000,20500,3,15,1,100,1,lower_0005,item_bg_grade_05,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,50,3505030,1,80101501,6003,3008,5005,0,1,1,1,1,13155021,루크 팬츠 3,,,
,13165001,3,1,1,5,1,하의,컨쥬어 팬츠,Item_Name_13165001,10103001,6,10000,20500,3,15,1,100,1,lower_0005,item_bg_grade_06,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,70,3605010,1,0,6004,3010,6005,0,1,1,1,1,13165001,컨쥬어 팬츠,,,
#,13165002,3,2,1,5,1,하의,블레이즈 팬츠,Item_Name_13165002,10103001,6,10000,20500,3,15,1,100,1,lower_0005,item_bg_grade_06,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,70,3605010,1,0,6004,3010,6005,0,1,1,1,1,13165011,컨쥬어 팬츠 2,,,
#,13165003,3,3,1,5,1,하의,마나인플런스 팬츠,Item_Name_13165003,10103001,6,10000,20500,3,15,1,100,1,lower_0005,item_bg_grade_06,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,70,3605010,1,0,6004,3010,6005,0,1,1,1,1,13165021,컨쥬어 팬츠 3,,,
,14115001,4,1,1,5,1,하의,자비 팬츠,Item_Name_14115001,10104001,1,10000,20500,4,15,1,100,1,lower_0001,item_bg_grade_01,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,10,4105010,0,80101101,0,0,0,0,1,1,1,1,14115001,자비 팬츠,,,
,14115002,4,2,1,5,1,하의,호프 팬츠,Item_Name_14115002,10104001,1,10000,20500,4,15,1,100,1,lower_0001,item_bg_grade_01,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,10,4105020,0,80101101,0,0,0,0,1,1,1,1,14115011,자비 팬츠 2,,,
,14115003,4,3,1,5,1,하의,크리스탈 팬츠,Item_Name_14115003,10104001,1,10000,20500,4,15,1,100,1,lower_0001,item_bg_grade_01,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,10,4105030,0,80101101,0,0,0,0,1,1,1,1,14115021,자비 팬츠 3,,,
,14125001,4,1,1,5,1,하의,풍요 팬츠,Item_Name_14125001,10104001,2,10000,20500,4,15,1,100,1,lower_0002,item_bg_grade_02,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,20,4205010,0,80101201,6000,3002,2005,0,1,1,1,1,14125001,풍요 팬츠,,,
,14125002,4,2,1,5,1,하의,섀도우 팬츠,Item_Name_14125002,10104001,2,10000,20500,4,15,1,100,1,lower_0002,item_bg_grade_02,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,20,4205020,0,80101201,6000,3002,2005,0,1,1,1,1,14125011,풍요 팬츠 2,,,
,14125003,4,3,1,5,1,하의,프러시안 나이트 팬츠,Item_Name_14125003,10104001,2,10000,20500,4,15,1,100,1,lower_0002,item_bg_grade_02,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,20,4205030,0,80101201,6000,3002,2005,0,1,1,1,1,14125021,풍요 팬츠 3,,,
,14135001,4,1,1,5,1,하의,블리스 팬츠,Item_Name_14135001,10104001,3,10000,20500,4,15,1,100,1,lower_0003,item_bg_grade_03,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,30,4305010,1,80101301,6001,3004,3005,0,1,1,1,1,14135001,블리스 팬츠,,,
,14135002,4,2,1,5,1,하의,패션 팬츠,Item_Name_14135002,10104001,3,10000,20500,4,15,1,100,1,lower_0003,item_bg_grade_03,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,30,4305020,1,80101301,6001,3004,3005,0,1,1,1,1,14135011,블리스 팬츠 2,,,
,14135003,4,3,1,5,1,하의,오로라 팬츠,Item_Name_14135003,10104001,3,10000,20500,4,15,1,100,1,lower_0003,item_bg_grade_03,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,30,4305030,1,80101301,6001,3004,3005,0,1,1,1,1,14135021,블리스 팬츠 3,,,
,14145001,4,1,1,5,1,하의,레오파드 팬츠,Item_Name_14145001,10104001,4,10000,20500,4,15,1,100,1,lower_0004,item_bg_grade_04,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,40,4405010,1,80101401,6002,3006,4005,0,1,1,1,1,14145001,레오파드 팬츠,,,
,14145002,4,2,1,5,1,하의,세인트 팬츠,Item_Name_14145002,10104001,4,10000,20500,4,15,1,100,1,lower_0004,item_bg_grade_04,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,40,4405020,1,80101401,6002,3006,4005,0,1,1,1,1,14145011,레오파드 팬츠 2,,,
,14145003,4,3,1,5,1,하의,퓨어 팬츠,Item_Name_14145003,10104001,4,10000,20500,4,15,1,100,1,lower_0004,item_bg_grade_04,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,40,4405030,1,80101401,6002,3006,4005,0,1,1,1,1,14145021,레오파드 팬츠 3,,,
,14155001,4,1,1,5,1,하의,이글 팬츠,Item_Name_14155001,10104001,5,10000,20500,4,15,1,100,1,lower_0005,item_bg_grade_05,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,50,4505010,1,80101501,6003,3008,5005,0,1,1,1,1,14155001,이글 팬츠,,,
,14155002,4,2,1,5,1,하의,선샤인 팬츠,Item_Name_14155002,10104001,5,10000,20500,4,15,1,100,1,lower_0005,item_bg_grade_05,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,50,4505020,1,80101501,6003,3008,5005,0,1,1,1,1,14155011,이글 팬츠 2,,,
,14155003,4,3,1,5,1,하의,로듐 팬츠,Item_Name_14155003,10104001,5,10000,20500,4,15,1,100,1,lower_0005,item_bg_grade_05,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,50,4505030,1,80101501,6003,3008,5005,0,1,1,1,1,14155021,이글 팬츠 3,,,
,14165001,4,1,1,5,1,하의,프레어리 팬츠,Item_Name_14165001,10104001,6,10000,20500,4,15,1,100,1,lower_0005,item_bg_grade_06,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,70,4605010,1,0,6004,3010,6005,0,1,1,1,1,14165001,프레어리 팬츠,,,
#,14165002,4,2,1,5,1,하의,이시스 팬츠,Item_Name_14165002,10104001,6,10000,20500,4,15,1,100,1,lower_0005,item_bg_grade_06,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,70,4605010,1,0,6004,3010,6005,0,1,1,1,1,14165011,프레어리 팬츠 2,,,
#,14165003,4,3,1,5,1,하의,라이프가디언 팬츠,Item_Name_14165003,10104001,6,10000,20500,4,15,1,100,1,lower_0005,item_bg_grade_06,drop_armor_lower,drop_item_armor,0,0,0,0,0,0,0,70,4605010,1,0,6004,3010,6005,0,1,1,1,1,14165021,프레어리 팬츠 3,,,
,11116001,1,1,1,6,1,신발,제노 부츠,Item_Name_11116001,10101001,1,4000,20800,1,15,1,100,1,boots_0001,item_bg_grade_01,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,10,1106010,0,80101101,0,0,0,0,1,1,1,1,11116001,제노 부츠,,,
,11116002,1,2,1,6,1,신발,매틱 부츠,Item_Name_11116002,10101001,1,4000,20800,1,15,1,100,1,boots_0001,item_bg_grade_01,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,10,1106020,0,80101101,0,0,0,0,1,1,1,1,11116011,제노 부츠 2,,,
,11116003,1,3,1,6,1,신발,제노 메탈 부츠,Item_Name_11116003,10101001,1,4000,20800,1,15,1,100,1,boots_0001,item_bg_grade_01,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,10,1106030,0,80101101,0,0,0,0,1,1,1,1,11116021,제노 부츠 3,,,
,11126001,1,1,1,6,1,신발,브리노 부츠,Item_Name_11126001,10101001,2,4000,20800,1,15,1,100,1,boots_0002,item_bg_grade_02,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,20,1206010,0,80101201,6000,3001,2006,0,1,1,1,1,11126001,브리노 부츠,,,
,11126002,1,2,1,6,1,신발,듀크 부츠,Item_Name_11126002,10101001,2,4000,20800,1,15,1,100,1,boots_0002,item_bg_grade_02,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,20,1206020,0,80101201,6000,3001,2006,0,1,1,1,1,11126011,브리노 부츠 2,,,
,11126003,1,3,1,6,1,신발,크림슨 나이트 부츠,Item_Name_11126003,10101001,2,4000,20800,1,15,1,100,1,boots_0002,item_bg_grade_02,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,20,1206030,0,80101201,6000,3001,2006,0,1,1,1,1,11126021,브리노 부츠 3,,,
,11136001,1,1,1,6,1,신발,메탈 부츠,Item_Name_11136001,10101001,3,4000,20800,1,15,1,100,1,boots_0003,item_bg_grade_03,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,30,1306010,1,80101301,6001,3003,3006,0,1,1,1,1,11136001,메탈 부츠,,,
,11136002,1,2,1,6,1,신발,파워메탈 부츠,Item_Name_11136002,10101001,3,4000,20800,1,15,1,100,1,boots_0003,item_bg_grade_03,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,30,1306020,1,80101301,6001,3003,3006,0,1,1,1,1,11136011,메탈 부츠 2,,,
,11136003,1,3,1,6,1,신발,테우르츠 부츠,Item_Name_11136003,10101001,3,4000,20800,1,15,1,100,1,boots_0003,item_bg_grade_03,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,30,1306030,1,80101301,6001,3003,3006,0,1,1,1,1,11136021,메탈 부츠 3,,,
,11146001,1,1,1,6,1,신발,블러드 부츠,Item_Name_11146001,10101001,4,4000,20800,1,15,1,100,1,boots_0004,item_bg_grade_04,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,40,1406010,1,80101401,6002,3005,4006,0,1,1,1,1,11146001,블러드 부츠,,,
,11146002,1,2,1,6,1,신발,파황 부츠,Item_Name_11146002,10101001,4,4000,20800,1,15,1,100,1,boots_0004,item_bg_grade_04,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,40,1406020,1,80101401,6002,3005,4006,0,1,1,1,1,11146011,블러드 부츠 2,,,
,11146003,1,3,1,6,1,신발,플래티늄 부츠,Item_Name_11146003,10101001,4,4000,20800,1,15,1,100,1,boots_0004,item_bg_grade_04,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,40,1406030,1,80101401,6002,3005,4006,0,1,1,1,1,11146021,블러드 부츠 3,,,
,11156001,1,1,1,6,1,신발,메르두크 부츠,Item_Name_11156001,10101001,5,4000,20800,1,15,1,100,1,boots_0005,item_bg_grade_05,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,50,1506010,1,80101501,6003,3007,5006,0,1,1,1,1,11156001,메르두크 부츠,,,
,11156002,1,2,1,6,1,신발,프란츠 부츠,Item_Name_11156002,10101001,5,4000,20800,1,15,1,100,1,boots_0005,item_bg_grade_05,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,50,1506020,1,80101501,6003,3007,5006,0,1,1,1,1,11156011,메르두크 부츠 2,,,
,11156003,1,3,1,6,1,신발,버닝 프란츠 부츠,Item_Name_11156003,10101001,5,4000,20800,1,15,1,100,1,boots_0005,item_bg_grade_05,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,50,1506030,1,80101501,6003,3007,5006,0,1,1,1,1,11156021,메르두크 부츠 3,,,
,11166001,1,1,1,6,1,신발,인페르니움 부츠,Item_Name_11166001,10101001,6,4000,20800,1,15,1,100,1,boots_0005,item_bg_grade_06,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,70,1606010,1,0,6004,3009,6006,0,1,1,1,1,11166001,인페르니움 부츠,,,
#,11166002,1,2,1,6,1,신발,크리거 부츠,Item_Name_11166002,10101001,6,4000,20800,1,15,1,100,1,boots_0005,item_bg_grade_06,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,70,1606010,1,0,6004,3009,6006,0,1,1,1,1,11166011,인페르니움 부츠 2,,,
#,11166003,1,3,1,6,1,신발,코닉플레임 부츠,Item_Name_11166003,10101001,6,4000,20800,1,15,1,100,1,boots_0005,item_bg_grade_06,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,70,1606010,1,0,6004,3009,6006,0,1,1,1,1,11166021,인페르니움 부츠 3,,,
,12116001,2,1,1,6,1,신발,마린 부츠,Item_Name_12116001,10102001,1,4000,20800,2,15,1,100,1,boots_0001,item_bg_grade_01,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,10,2106010,0,80101101,0,0,0,0,1,1,1,1,12116001,마린 부츠,,,
,12116002,2,2,1,6,1,신발,인팬트리 부츠,Item_Name_12116002,10102001,1,4000,20800,2,15,1,100,1,boots_0001,item_bg_grade_01,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,10,2106020,0,80101101,0,0,0,0,1,1,1,1,12116011,마린 부츠 2,,,
,12116003,2,3,1,6,1,신발,스커미셔 부츠,Item_Name_12116003,10102001,1,4000,20800,2,15,1,100,1,boots_0001,item_bg_grade_01,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,10,2106030,0,80101101,0,0,0,0,1,1,1,1,12116021,마린 부츠 3,,,
,12126001,2,1,1,6,1,신발,스카우트 부츠,Item_Name_12126001,10102001,2,4000,20800,2,15,1,100,1,boots_0002,item_bg_grade_02,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,20,2206010,0,80101201,6000,3001,2006,0,1,1,1,1,12126001,스카우트 부츠,,,
,12126002,2,2,1,6,1,신발,불릿프루프 부츠,Item_Name_12126002,10102001,2,4000,20800,2,15,1,100,1,boots_0002,item_bg_grade_02,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,20,2206020,0,80101201,6000,3001,2006,0,1,1,1,1,12126011,스카우트 부츠 2,,,
,12126003,2,3,1,6,1,신발,코발트 나이트 부츠,Item_Name_12126003,10102001,2,4000,20800,2,15,1,100,1,boots_0002,item_bg_grade_02,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,20,2206030,0,80101201,6000,3001,2006,0,1,1,1,1,12126021,스카우트 부츠 3,,,
,12136001,2,1,1,6,1,신발,어썰트 부츠,Item_Name_12136001,10102001,3,4000,20800,2,15,1,100,1,boots_0003,item_bg_grade_03,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,30,2306010,1,80101301,6001,3003,3006,0,1,1,1,1,12136001,어썰트 부츠,,,
,12136002,2,2,1,6,1,신발,택티컬 부츠,Item_Name_12136002,10102001,3,4000,20800,2,15,1,100,1,boots_0003,item_bg_grade_03,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,30,2306020,1,80101301,6001,3003,3006,0,1,1,1,1,12136011,어썰트 부츠 2,,,
,12136003,2,3,1,6,1,신발,셀베이션 부츠,Item_Name_12136003,10102001,3,4000,20800,2,15,1,100,1,boots_0003,item_bg_grade_03,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,30,2306030,1,80101301,6001,3003,3006,0,1,1,1,1,12136021,어썰트 부츠 3,,,
,12146001,2,1,1,6,1,신발,바이오닉 부츠,Item_Name_12146001,10102001,4,4000,20800,2,15,1,100,1,boots_0004,item_bg_grade_04,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,40,2406010,1,80101401,6002,3005,4006,0,1,1,1,1,12146001,바이오닉 부츠,,,
,12146002,2,2,1,6,1,신발,아쿠아마린 부츠,Item_Name_12146002,10102001,4,4000,20800,2,15,1,100,1,boots_0004,item_bg_grade_04,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,40,2406020,1,80101401,6002,3005,4006,0,1,1,1,1,12146011,바이오닉 부츠 2,,,
,12146003,2,3,1,6,1,신발,팔라듐 부츠,Item_Name_12146003,10102001,4,4000,20800,2,15,1,100,1,boots_0004,item_bg_grade_04,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,40,2406030,1,80101401,6002,3005,4006,0,1,1,1,1,12146021,바이오닉 부츠 3,,,
,12156001,2,1,1,6,1,신발,하르세스 부츠,Item_Name_12156001,10102001,5,4000,20800,2,15,1,100,1,boots_0005,item_bg_grade_05,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,50,2506010,1,80101501,6003,3007,5006,0,1,1,1,1,12156001,하르세스 부츠,,,
,12156002,2,2,1,6,1,신발,파이어마린 부츠,Item_Name_12156002,10102001,5,4000,20800,2,15,1,100,1,boots_0005,item_bg_grade_05,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,50,2506020,1,80101501,6003,3007,5006,0,1,1,1,1,12156011,하르세스 부츠 2,,,
,12156003,2,3,1,6,1,신발,위하르 부츠,Item_Name_12156003,10102001,5,4000,20800,2,15,1,100,1,boots_0005,item_bg_grade_05,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,50,2506030,1,80101501,6003,3007,5006,0,1,1,1,1,12156021,하르세스 부츠 3,,,
,12166001,2,1,1,6,1,신발,아카트 부츠,Item_Name_12166001,10102001,6,4000,20800,2,15,1,100,1,boots_0005,item_bg_grade_06,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,70,2606010,1,0,6004,3009,6006,0,1,1,1,1,12166001,아카트 부츠,,,
#,12166002,2,2,1,6,1,신발,뱅퀴쉬 부츠,Item_Name_12166002,10102001,6,4000,20800,2,15,1,100,1,boots_0005,item_bg_grade_06,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,70,2606010,1,0,6004,3009,6006,0,1,1,1,1,12166011,아카트 부츠 2,,,
#,12166003,2,3,1,6,1,신발,이지스 부츠,Item_Name_12166003,10102001,6,4000,20800,2,15,1,100,1,boots_0005,item_bg_grade_06,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,70,2606010,1,0,6004,3009,6006,0,1,1,1,1,12166021,아카트 부츠 3,,,
,13116001,3,1,1,6,1,신발,윈드스톰 부츠,Item_Name_13116001,10103001,1,4000,20800,3,15,1,100,1,boots_0001,item_bg_grade_01,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,10,3106010,0,80101101,0,0,0,0,1,1,1,1,13116001,윈드스톰 부츠,,,
,13116002,3,2,1,6,1,신발,마쉬 부츠,Item_Name_13116002,10103001,1,4000,20800,3,15,1,100,1,boots_0001,item_bg_grade_01,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,10,3106020,0,80101101,0,0,0,0,1,1,1,1,13116011,윈드스톰 부츠 2,,,
,13116003,3,3,1,6,1,신발,마그네틱 부츠,Item_Name_13116003,10103001,1,4000,20800,3,15,1,100,1,boots_0001,item_bg_grade_01,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,10,3106030,0,80101101,0,0,0,0,1,1,1,1,13116021,윈드스톰 부츠 3,,,
,13126001,3,1,1,6,1,신발,클라우드 부츠,Item_Name_13126001,10103001,2,4000,20800,3,15,1,100,1,boots_0002,item_bg_grade_02,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,20,3206010,0,80101201,6000,3001,2006,0,1,1,1,1,13126001,클라우드 부츠,,,
,13126002,3,2,1,6,1,신발,플레임 부츠,Item_Name_13126002,10103001,2,4000,20800,3,15,1,100,1,boots_0002,item_bg_grade_02,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,20,3206020,0,80101201,6000,3001,2006,0,1,1,1,1,13126011,클라우드 부츠 2,,,
,13126003,3,3,1,6,1,신발,오레올린 나이트 부츠,Item_Name_13126003,10103001,2,4000,20800,3,15,1,100,1,boots_0002,item_bg_grade_02,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,20,3206030,0,80101201,6000,3001,2006,0,1,1,1,1,13126021,클라우드 부츠 3,,,
,13136001,3,1,1,6,1,신발,사일런스 부츠,Item_Name_13136001,10103001,3,4000,20800,3,15,1,100,1,boots_0003,item_bg_grade_03,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,30,3306010,1,80101301,6001,3003,3006,0,1,1,1,1,13136001,사일런스 부츠,,,
,13136002,3,2,1,6,1,신발,블리자드 부츠,Item_Name_13136002,10103001,3,4000,20800,3,15,1,100,1,boots_0003,item_bg_grade_03,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,30,3306020,1,80101301,6001,3003,3006,0,1,1,1,1,13136011,사일런스 부츠 2,,,
,13136003,3,3,1,6,1,신발,스펠 부츠,Item_Name_13136003,10103001,3,4000,20800,3,15,1,100,1,boots_0003,item_bg_grade_03,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,30,3306030,1,80101301,6001,3003,3006,0,1,1,1,1,13136021,사일런스 부츠 3,,,
,13146001,3,1,1,6,1,신발,소울 부츠,Item_Name_13146001,10103001,4,4000,20800,3,15,1,100,1,boots_0004,item_bg_grade_04,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,40,3406010,1,80101401,6002,3005,4006,0,1,1,1,1,13146001,소울 부츠,,,
,13146002,3,2,1,6,1,신발,스타라이트 부츠,Item_Name_13146002,10103001,4,4000,20800,3,15,1,100,1,boots_0004,item_bg_grade_04,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,40,3406020,1,80101401,6002,3005,4006,0,1,1,1,1,13146011,소울 부츠 2,,,
,13146003,3,3,1,6,1,신발,이리듐 부츠,Item_Name_13146003,10103001,4,4000,20800,3,15,1,100,1,boots_0004,item_bg_grade_04,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,40,3406030,1,80101401,6002,3005,4006,0,1,1,1,1,13146021,소울 부츠 3,,,
,13156001,3,1,1,6,1,신발,루크 부츠,Item_Name_13156001,10103001,5,4000,20800,3,15,1,100,1,boots_0005,item_bg_grade_05,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,50,3506010,1,80101501,6003,3007,5006,0,1,1,1,1,13156001,루크 부츠,,,
,13156002,3,2,1,6,1,신발,마그마 부츠,Item_Name_13156002,10103001,5,4000,20800,3,15,1,100,1,boots_0005,item_bg_grade_05,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,50,3506020,1,80101501,6003,3007,5006,0,1,1,1,1,13156011,루크 부츠 2,,,
,13156003,3,3,1,6,1,신발,미스틱 루크 부츠,Item_Name_13156003,10103001,5,4000,20800,3,15,1,100,1,boots_0005,item_bg_grade_05,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,50,3506030,1,80101501,6003,3007,5006,0,1,1,1,1,13156021,루크 부츠 3,,,
,13166001,3,1,1,6,1,신발,컨쥬어 부츠,Item_Name_13166001,10103001,6,4000,20800,3,15,1,100,1,boots_0005,item_bg_grade_06,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,70,3606010,1,0,6004,3009,6006,0,1,1,1,1,13166001,컨쥬어 부츠,,,
#,13166002,3,2,1,6,1,신발,블레이즈 부츠,Item_Name_13166002,10103001,6,4000,20800,3,15,1,100,1,boots_0005,item_bg_grade_06,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,70,3606010,1,0,6004,3009,6006,0,1,1,1,1,13166011,컨쥬어 부츠 2,,,
#,13166003,3,3,1,6,1,신발,마나인플런스 부츠,Item_Name_13166003,10103001,6,4000,20800,3,15,1,100,1,boots_0005,item_bg_grade_06,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,70,3606010,1,0,6004,3009,6006,0,1,1,1,1,13166021,컨쥬어 부츠 3,,,
,14116001,4,1,1,6,1,신발,자비 부츠,Item_Name_14116001,10104001,1,4000,20800,4,15,1,100,1,boots_0001,item_bg_grade_01,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,10,4106010,0,80101101,0,0,0,0,1,1,1,1,14116001,자비 부츠,,,
,14116002,4,2,1,6,1,신발,호프 부츠,Item_Name_14116002,10104001,1,4000,20800,4,15,1,100,1,boots_0001,item_bg_grade_01,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,10,4106020,0,80101101,0,0,0,0,1,1,1,1,14116011,자비 부츠 2,,,
,14116003,4,3,1,6,1,신발,크리스탈 부츠,Item_Name_14116003,10104001,1,4000,20800,4,15,1,100,1,boots_0001,item_bg_grade_01,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,10,4106030,0,80101101,0,0,0,0,1,1,1,1,14116021,자비 부츠 3,,,
,14126001,4,1,1,6,1,신발,풍요 부츠,Item_Name_14126001,10104001,2,4000,20800,4,15,1,100,1,boots_0002,item_bg_grade_02,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,20,4206010,0,80101201,6000,3001,2006,0,1,1,1,1,14126001,풍요 부츠,,,
,14126002,4,2,1,6,1,신발,섀도우 부츠,Item_Name_14126002,10104001,2,4000,20800,4,15,1,100,1,boots_0002,item_bg_grade_02,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,20,4206020,0,80101201,6000,3001,2006,0,1,1,1,1,14126011,풍요 부츠 2,,,
,14126003,4,3,1,6,1,신발,프러시안 나이트 부츠,Item_Name_14126003,10104001,2,4000,20800,4,15,1,100,1,boots_0002,item_bg_grade_02,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,20,4206030,0,80101201,6000,3001,2006,0,1,1,1,1,14126021,풍요 부츠 3,,,
,14136001,4,1,1,6,1,신발,블리스 부츠,Item_Name_14136001,10104001,3,4000,20800,4,15,1,100,1,boots_0003,item_bg_grade_03,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,30,4306010,1,80101301,6001,3003,3006,0,1,1,1,1,14136001,블리스 부츠,,,
,14136002,4,2,1,6,1,신발,패션 부츠,Item_Name_14136002,10104001,3,4000,20800,4,15,1,100,1,boots_0003,item_bg_grade_03,drop_armor_boot,drop_item_armor,0,0,0,0,0,0,0,30,4306020,1,80101301,6001,3003,3006,0,1,1,1,1,14136011,블리스 부츠 2,,,
