,,#,#,#,#,#,,,,,,#,#,#,#, ,,,,,,,,,,,,,,,,,,,,,,#,#,#,#,#,,,#,#,,#,#,#,#,#
,25021005,005,Item_Name_25021005,사막 일반 다크솔져,Item_Desc_25021005,몬스터 도감 등록에 필요한 데카르디 일반 몬스터 다크솔져 코어,3,51,0,1,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,14,0,mob_dark_soldier,drop_item_receiver,drop_item_material,15,1304,Item_Name_25021005,사막 일반 다크솔져,Item_Desc_25021005,몬스터 도감 등록에 필요한 데카르디 일반 몬스터 다크솔져 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25021006,006,Item_Name_25021006,사막 일반 오니암,Item_Desc_25021006,몬스터 도감 등록에 필요한 데카르디 일반 몬스터 오니암 코어,3,51,0,1,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,14,0,mob_oniarm,drop_item_receiver,drop_item_material,15,1304,Item_Name_25021006,사막 일반 오니암,Item_Desc_25021006,몬스터 도감 등록에 필요한 데카르디 일반 몬스터 오니암 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25021007,007,Item_Name_25021007,사막 일반 그람린,Item_Desc_25021007,몬스터 도감 등록에 필요한 데카르디 일반 몬스터 그람린 코어,3,51,0,1,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,14,0,mob_gramlin,drop_item_receiver,drop_item_material,15,1304,Item_Name_25021007,사막 일반 그람린,Item_Desc_25021007,몬스터 도감 등록에 필요한 데카르디 일반 몬스터 그람린 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25021008,008,Item_Name_25021008,사막 일반 데빌자이언트,Item_Desc_25021008,몬스터 도감 등록에 필요한 데카르디 일반 몬스터 데빌자이언트 코어,3,51,0,1,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,14,0,mob_devilgiant,drop_item_receiver,drop_item_material,15,1304,Item_Name_25021008,사막 일반 데빌자이언트,Item_Desc_25021008,몬스터 도감 등록에 필요한 데카르디 일반 몬스터 데빌자이언트 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25021009,009,Item_Name_25021009,사막 일반 뇌전사,Item_Desc_25021009,몬스터 도감 등록에 필요한 데카르디 일반 몬스터 뇌전사 코어,3,51,0,1,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,14,0,mob_spark_warrior,drop_item_receiver,drop_item_material,15,1304,Item_Name_25021009,사막 일반 뇌전사,Item_Desc_25021009,몬스터 도감 등록에 필요한 데카르디 일반 몬스터 뇌전사 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25021010,010,Item_Name_25021010,사막 일반 프로자이언트,Item_Desc_25021010,몬스터 도감 등록에 필요한 데카르디 일반 몬스터 프로자이언트 코어,3,51,0,1,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,14,0,mob_progiant,drop_item_receiver,drop_item_material,15,1304,Item_Name_25021010,사막 일반 프로자이언트,Item_Desc_25021010,몬스터 도감 등록에 필요한 데카르디 일반 몬스터 프로자이언트 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25021011,011,Item_Name_25021011,사막 일반 배틀자이언트,Item_Desc_25021011,몬스터 도감 등록에 필요한 데카르디 일반 몬스터 배틀자이언트 코어,3,51,0,1,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,14,0,mob_devilgiant_battler,drop_item_receiver,drop_item_material,15,1304,Item_Name_25021011,사막 일반 배틀자이언트,Item_Desc_25021011,몬스터 도감 등록에 필요한 데카르디 일반 몬스터 배틀자이언트 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25021012,012,Item_Name_25021012,사막 일반 매드사이보그,Item_Desc_25021012,몬스터 도감 등록에 필요한 데카르디 일반 몬스터 매드사이보그 코어,3,51,0,1,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,14,0,mob_madcyborg,drop_item_receiver,drop_item_material,15,1304,Item_Name_25021012,사막 일반 매드사이보그,Item_Desc_25021012,몬스터 도감 등록에 필요한 데카르디 일반 몬스터 매드사이보그 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25022001,001,Item_Name_25022001,사막 엘리트 모크,Item_Desc_25022001,몬스터 도감 등록에 필요한 데카르디 엘리트 몬스터 모크 코어,3,51,0,2,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,14,0,mob_morc,drop_item_receiver,drop_item_material,15,1304,Item_Name_25022001,사막 엘리트 모크,Item_Desc_25022001,몬스터 도감 등록에 필요한 데카르디 엘리트 몬스터 모크 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25022002,002,Item_Name_25022002,사막 엘리트 오니암,Item_Desc_25022002,몬스터 도감 등록에 필요한 데카르디 엘리트 몬스터 오니암 코어,3,51,0,2,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,14,0,mob_oniarm,drop_item_receiver,drop_item_material,15,1304,Item_Name_25022002,사막 엘리트 오니암,Item_Desc_25022002,몬스터 도감 등록에 필요한 데카르디 엘리트 몬스터 오니암 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25022003,003,Item_Name_25022003,사막 엘리트 디노,Item_Desc_25022003,몬스터 도감 등록에 필요한 데카르디 엘리트 몬스터 디노 코어,3,51,0,2,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,14,0,mob_deenoh,drop_item_receiver,drop_item_material,15,1304,Item_Name_25022003,사막 엘리트 디노,Item_Desc_25022003,몬스터 도감 등록에 필요한 데카르디 엘리트 몬스터 디노 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25022004,004,Item_Name_25022004,사막 엘리트 프로자이언트,Item_Desc_25022004,몬스터 도감 등록에 필요한 데카르디 엘리트 몬스터 프로자이언트 코어,3,51,0,2,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,14,0,mob_progiant,drop_item_receiver,drop_item_material,15,1304,Item_Name_25022004,사막 엘리트 프로자이언트,Item_Desc_25022004,몬스터 도감 등록에 필요한 데카르디 엘리트 몬스터 프로자이언트 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25022005,005,Item_Name_25022005,사막 엘리트 다크솔져,Item_Desc_25022005,몬스터 도감 등록에 필요한 데카르디 엘리트 몬스터 다크솔져 코어,3,51,0,2,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,14,0,mob_dark_soldier,drop_item_receiver,drop_item_material,15,1304,Item_Name_25022005,사막 엘리트 다크솔져,Item_Desc_25022005,몬스터 도감 등록에 필요한 데카르디 엘리트 몬스터 다크솔져 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25022006,006,Item_Name_25022006,사막 엘리트 데빌자이언트,Item_Desc_25022006,몬스터 도감 등록에 필요한 데카르디 엘리트 몬스터 데빌자이언트 코어,3,51,0,2,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,14,0,mob_devilgiant,drop_item_receiver,drop_item_material,15,1304,Item_Name_25022006,사막 엘리트 데빌자이언트,Item_Desc_25022006,몬스터 도감 등록에 필요한 데카르디 엘리트 몬스터 데빌자이언트 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25022007,007,Item_Name_25022007,사막 엘리트 뇌전사,Item_Desc_25022007,몬스터 도감 등록에 필요한 데카르디 엘리트 몬스터 뇌전사 코어,3,51,0,2,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,14,0,mob_spark_warrior,drop_item_receiver,drop_item_material,15,1304,Item_Name_25022007,사막 엘리트 뇌전사,Item_Desc_25022007,몬스터 도감 등록에 필요한 데카르디 엘리트 몬스터 뇌전사 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25022008,008,Item_Name_25022008,사막 엘리트 헬코브라,Item_Desc_25022008,몬스터 도감 등록에 필요한 데카르디 엘리트 몬스터 헬코브라 코어,3,51,0,2,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,14,0,mob_cobra_hell,drop_item_receiver,drop_item_material,15,1304,Item_Name_25022008,사막 엘리트 헬코브라,Item_Desc_25022008,몬스터 도감 등록에 필요한 데카르디 엘리트 몬스터 헬코브라 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25022009,009,Item_Name_25022009,사막 엘리트 그렘,Item_Desc_25022009,몬스터 도감 등록에 필요한 데카르디 엘리트 몬스터 그렘 코어,3,51,0,2,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,14,0,mob_grem,drop_item_receiver,drop_item_material,15,1304,Item_Name_25022009,사막 엘리트 그렘,Item_Desc_25022009,몬스터 도감 등록에 필요한 데카르디 엘리트 몬스터 그렘 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25023001,001,Item_Name_25023001,사막 챔피언 마법 드라키온,Item_Desc_25023001,몬스터 도감 등록에 필요한 데카르디 챔피언 몬스터 마법 드라키온 코어,3,51,0,3,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,14,0,mob_drachyon_magician,drop_item_receiver,drop_item_material,15,1304,Item_Name_25023001,사막 챔피언 마법 드라키온,Item_Desc_25023001,몬스터 도감 등록에 필요한 데카르디 챔피언 몬스터 마법 드라키온 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25023002,002,Item_Name_25023002,사막 챔피언 주니어 데미가드,Item_Desc_25023002,몬스터 도감 등록에 필요한 데카르디 챔피언 몬스터 주니어 데미가드 코어,3,51,0,3,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,14,0,mob_demiguard_junior,drop_item_receiver,drop_item_material,15,1304,Item_Name_25023002,사막 챔피언 주니어 데미가드,Item_Desc_25023002,몬스터 도감 등록에 필요한 데카르디 챔피언 몬스터 주니어 데미가드 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25024001,001,Item_Name_25024001,사막 보스 배틀자이언트,Item_Desc_25024001,몬스터 도감 등록에 필요한 데카르디 보스 몬스터 배틀자이언트 코어,3,51,0,4,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,14,0,mob_devilgiant_battler,drop_item_receiver,drop_item_material,15,1304,Item_Name_25024001,사막 보스 배틀자이언트,Item_Desc_25024001,몬스터 도감 등록에 필요한 데카르디 보스 몬스터 배틀자이언트 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25031001,001,Item_Name_25031001,습지 일반 유우플로케팔로이드,Item_Desc_25031001,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 유우플로케팔로이드 코어,3,51,0,1,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,15,0,mob_dino_euoplocephaloid,drop_item_receiver,drop_item_material,15,1304,Item_Name_25031001,습지 일반 유우플로케팔로이드,Item_Desc_25031001,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 유우플로케팔로이드 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25031002,002,Item_Name_25031002,습지 일반 파키케팔로이드,Item_Desc_25031002,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 파키케팔로이드 코어,3,51,0,1,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,15,0,mob_dino_pachycephaloid,drop_item_receiver,drop_item_material,15,1304,Item_Name_25031002,습지 일반 파키케팔로이드,Item_Desc_25031002,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 파키케팔로이드 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25031003,003,Item_Name_25031003,습지 일반 랩터로이드,Item_Desc_25031003,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 랩터로이드 코어,3,51,0,1,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,15,0,mob_dino_raptoroid,drop_item_receiver,drop_item_material,15,1304,Item_Name_25031003,습지 일반 랩터로이드,Item_Desc_25031003,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 랩터로이드 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25031004,004,Item_Name_25031004,습지 일반 렉스로이드,Item_Desc_25031004,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 렉스로이드 코어,3,51,0,1,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,15,0,mob_dino_rexroid,drop_item_receiver,drop_item_material,15,1304,Item_Name_25031004,습지 일반 렉스로이드,Item_Desc_25031004,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 렉스로이드 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25031005,005,Item_Name_25031005,습지 일반 갑게,Item_Desc_25031005,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 갑게 코어,3,51,0,1,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,15,0,mob_crab_armor,drop_item_receiver,drop_item_material,15,1304,Item_Name_25031005,습지 일반 갑게,Item_Desc_25031005,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 갑게 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25031006,006,Item_Name_25031006,습지 일반 다크소울,Item_Desc_25031006,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 다크소울 코어,3,51,0,1,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,15,0,mob_dark_soul,drop_item_receiver,drop_item_material,15,1304,Item_Name_25031006,습지 일반 다크소울,Item_Desc_25031006,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 다크소울 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25031007,007,Item_Name_25031007,습지 일반 티라노이드,Item_Desc_25031007,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 티라노이드 코어,3,51,0,1,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,15,0,mob_dino_tyranoid,drop_item_receiver,drop_item_material,15,1304,Item_Name_25031007,습지 일반 티라노이드,Item_Desc_25031007,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 티라노이드 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25031008,008,Item_Name_25031008,습지 일반 라다,Item_Desc_25031008,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 라다 코어,3,51,0,1,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,15,0,mob_lada,drop_item_receiver,drop_item_material,15,1304,Item_Name_25031008,습지 일반 라다,Item_Desc_25031008,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 라다 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25031009,009,Item_Name_25031009,습지 일반 스티라코노이드,Item_Desc_25031009,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 스티라코노이드 코어,3,51,0,1,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,15,0,mob_dino_styraconoid,drop_item_receiver,drop_item_material,15,1304,Item_Name_25031009,습지 일반 스티라코노이드,Item_Desc_25031009,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 스티라코노이드 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25031010,010,Item_Name_25031010,습지 일반 카마로이드,Item_Desc_25031010,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 카마로이드 코어,3,51,0,1,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,15,0,mob_dino_camaroid,drop_item_receiver,drop_item_material,15,1304,Item_Name_25031010,습지 일반 카마로이드,Item_Desc_25031010,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 카마로이드 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25031011,011,Item_Name_25031011,습지 일반 호러리자드,Item_Desc_25031011,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 호러리자드 코어,3,51,0,1,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,15,0,mob_lizardman_horror,drop_item_receiver,drop_item_material,15,1304,Item_Name_25031011,습지 일반 호러리자드,Item_Desc_25031011,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 호러리자드 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25031012,012,Item_Name_25031012,습지 일반 액스리자드,Item_Desc_25031012,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 액스리자드 코어,3,51,0,1,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,15,0,mob_lizardman_axer,drop_item_receiver,drop_item_material,15,1304,Item_Name_25031012,습지 일반 액스리자드,Item_Desc_25031012,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 액스리자드 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25031013,013,Item_Name_25031013,습지 일반 사우론,Item_Desc_25031013,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 사우론 코어,3,51,0,1,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,15,0,mob_lizardman_saurone,drop_item_receiver,drop_item_material,15,1304,Item_Name_25031013,습지 일반 사우론,Item_Desc_25031013,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 사우론 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25031014,014,Item_Name_25031014,습지 일반 토레스,Item_Desc_25031014,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 토레스 코어,3,51,0,1,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,15,0,mob_lizardman_torece,drop_item_receiver,drop_item_material,15,1304,Item_Name_25031014,습지 일반 토레스,Item_Desc_25031014,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 토레스 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25031015,015,Item_Name_25031015,습지 일반 커트리자드,Item_Desc_25031015,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 커트리자드 코어,3,51,0,1,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,15,0,mob_lizardman_cutter,drop_item_receiver,drop_item_material,15,1304,Item_Name_25031015,습지 일반 커트리자드,Item_Desc_25031015,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 커트리자드 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25031016,016,Item_Name_25031016,습지 일반 미노트,Item_Desc_25031016,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 미노트 코어,3,51,0,1,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,15,0,mob_lizardman_minot,drop_item_receiver,drop_item_material,15,1304,Item_Name_25031016,습지 일반 미노트,Item_Desc_25031016,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 미노트 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25031017,017,Item_Name_25031017,습지 일반 타우론,Item_Desc_25031017,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 타우론 코어,3,51,0,1,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,15,0,mob_lizardman_taurone,drop_item_receiver,drop_item_material,15,1304,Item_Name_25031017,습지 일반 타우론,Item_Desc_25031017,몬스터 도감 등록에 필요한 샤일론 일반 몬스터 타우론 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
,25032001,001,Item_Name_25032001,습지 엘리트 랩터로이드,Item_Desc_25032001,몬스터 도감 등록에 필요한 샤일론 엘리트 몬스터 랩터로이드 코어,3,51,0,2,1,O,O,O,O,0,0,0,0,0,0,0,100,1000,0,0,1,0,0,25000,15,0,mob_dino_raptoroid,drop_item_receiver,drop_item_material,15,1304,Item_Name_25032001,습지 엘리트 랩터로이드,Item_Desc_25032001,몬스터 도감 등록에 필요한 샤일론 엘리트 몬스터 랩터로이드 코어,0,1,1,,,,몬스터 코어,불가,가능,가능,가능
